source,reference,prediction,latency,error,_idx
তবে ঘরোয়া কয়েকটি উপায়েও নিয়ন্ত্রণ রাখতে পারেন হাইপারইউরিসেমিয়া,কিন্তু কিছু ঘরোয়া উপায়ে হাইপারইউরিসেমিয়া নিয়ন্ত্রণ করা যায়।,তবে ঘরোয়া কিছু পদ্ধতিতেও হাইপারইউরিসেমিয়া নিয়ন্ত্রণে রাখা সম্ভব।,1.6496219330001622,,
ব্রেইন টিউমার থেকেই সাধারণত ব্রেইন ক্যানসারের সৃষ্টি হয়,ব্রেন টিউমার সাধারণত ব্রেন টিউমার থেকে বিকাশ লাভ করে।,সাধারণত ব্রেইন টিউমার থেকেই ব্রেইন ক্যানসারের উৎপত্তি ঘটে।,5.034461491000002,,
তাই এ ঝুঁকি এড়াতে আমাদের ফুসফুসকে যতটা সম্ভব সুরক্ষিত ও পরিষ্কার রাখতে হবে,এই ঝুঁকি এড়াতে আমাদের ফুসফুসকে যতটা সম্ভব নিরাপদ ও পরিষ্কার রাখতে হবে।,সুতরাং এই বিপদ এড়াতে আমাদের ফুসফুসকে যথাসম্ভব সুরক্ষিত ও পরিষ্কার রাখা জরুরি।,3.698672208000062,,
রোগীর ইতিহাস ও শারীরিক পরীক্ষার পর ইমেজিং সবচেয়ে কার্যকর পরীক্ষা যেমন এক্সরে প্রয়োজনে সিটি স্ক্যান এমআরআই পেট স্ক্যান বোন স্ক্যান,"রোগীর ইতিহাস এবং শারীরিক পরীক্ষার পরে, ইমেজিং হল সবচেয়ে দরকারী পরীক্ষা যেমন সিটি স্ক্যান, এমআরআই, পেট স্ক্যান, প্রয়োজনে হাড় স্ক্যান।","রোগীর পূর্ববর্তী তথ্য ও শারীরিক পর্যবেক্ষণের পর ইমেজিং পদ্ধতি যেমন এক্স-রে, প্রয়োজন অনুসারে সিটি স্ক্যান, এমআরআই, পেট স্ক্যান ও বোন স্ক্যান সবচেয়ে কার্যকরী পরীক্ষা।",5.732626328999686,,
রোজায় শরীরের ক্ষতিকারক টক্সিনের মাত্রা কমে যায়,রোজা রাখলে শরীরে ক্ষতিকর টক্সিনের মাত্রা কমে।,রোজা রাখলে শরীরের ক্ষতিকর টক্সিনের পরিমাণ হ্রাস পায়।,6.005037779999839,,
সাইকোসোমাটিক ব্যথাও মুখে একটি লম্বা সময় ধরে থাকতে পারে,মনস্তাত্ত্বিক ব্যথাও মুখে দীর্ঘ সময় ধরে চলতে পারে।,মুখের সাইকোসোমাটিক ব্যথাও দীর্ঘদিন স্থায়ী হতে পারে।,2.5098479979997137,,
শিশুদের অনেকেই এখন কিডনি রোগে আক্রান্ত হচ্ছে,এখন অনেক শিশু কিডনি রোগে আক্রান্ত হচ্ছে।,বর্তমানে কিডনি রোগে আক্রান্ত হচ্ছে অনেক শিশুই।,11.954790624999987,,
সেখানে দেখা গেছে এ গ্রুপের রক্তধারীরা সবচেয়ে বেশি করোনায় আক্রান্ত হচ্ছেন আবার মারাও পড়ছেন,দেখা গেছে এই গ্রুপের রক্তের মানুষরাই করোনায় সবচেয়ে বেশি আক্রান্ত হচ্ছেন এবং মারা যাচ্ছেন।,"এই রক্তগ্রুপের ব্যক্তিরা করোনায় সবচেয়ে বেশি আক্রান্ত ও মারা যাচ্ছেন, সেরকম প্রমাণ মিলেছে সেখানে।",15.279619036999975,,
" অস্বাস্থ্যকর জীবনযাপন, অনিয়মিত খাওয়াদাওয়ার অভ্যাসের মতো বহু কারণে কিডনিতে পাথর জমে","অস্বাস্থ্যকর জীবনযাপন, অনিয়মিত খাদ্যাভ্যাসের মতো অনেক কারণে কিডনিতে পাথর জমে।",কিডনিতে পাথর জমার পেছনে অস্বাস্থ্যকর জীবনযাপন ও অনিয়মিত খাদ্যাভ্যাসসহ নানা কারণ দায়ী।,3.7951003240004866,,
প্রশ্ন আমার বয়স ২২ বছর,প্রশ্ন: আমার বয়স 22 বছর।,প্রশ্নটি হলো আমার বয়স ২২ বছর।,3.06349198099997,,
তৈলাক্ত স্ক্যাল্প  এ ধরনের স্ক্যাল্পে খুশকির সমস্যা বেশি হয়,তৈলাক্ত স্ক্যাল্প এই ধরনের স্ক্যাল্পে খুশকির প্রবণতা বেশি থাকে।,তৈলাক্ত মাথার ত্বকে খুশকির সমস্যা সাধারণত বেশি হয়।,2.13785932600058,,
কারণ মিষ্টি কুমড়ার বিচিতে হয়েছে প্রচুর পরিমাণে ম্যাগনেসিয়াম সালফেট যা মাথাব্যথা উপশমে কাজ করে থাকে,"কারণ মিষ্টি কুমড়ার বীজে রয়েছে উচ্চ পরিমাণে ম্যাগনেসিয়াম সালফেট, যা মাথাব্যথা দূর করতে কাজ করে।","মিষ্টি কুমড়ার বীজে প্রচুর ম্যাগনেসিয়াম সালফেট থাকে, যা মাথাব্যথা কমাতে সাহায্য করে।",1.0653797559998566,,
 বাইরে যাওয়ার সময় এবং ঘুমানোর সময় বাচ্চাদের শরীরে পর্যাপ্ত শীতের কাপড় যেন থাকে সেদিকে খেয়াল রাখতে হবে,বাচ্চাদের বাইরে এবং ঘুমানোর সময় পর্যাপ্ত শীতের পোশাক রয়েছে তা নিশ্চিত করুন।,"বাচ্চাদের বাইরে যাওয়া ও ঘুমানোর সময়ে যাতে পর্যাপ্ত গরম কাপড় পরে থাকে, সেদ",3.0424949349999224,,
ম্যাগনেশিয়াম আমাদের দেহের রক্তনালির সংকোচন এবং নিউরোট্রান্সমিটার পরিবহনে ভূমিকা রাখে,ম্যাগনেসিয়াম রক্তনালীগুলির সংকোচন এবং আমাদের দেহে নিউরোট্রান্সমিটার পরিবহনে ভূমিকা পালন করে।,ম্যাগনেশিয়াম আমাদের শরীরের রক্তনালী সংকোচন ও নিউরোট্রান্সমিটার পরিবহণে সহায়তা করে।,3.576284943000246,,
" বিজ্ঞানীদের কথায়, গরমের মধ্যে এমনিই শরীরে পানি কমে যাওয়ার প্রবণতা রয়েছে","বিজ্ঞানীদের মতে, গরমে শরীরে পানি কমে যাওয়ার প্রবণতা থাকে।","বিজ্ঞানীদের মতে, গরমকালে এমনিতেই শরীরে পানিশূন্যতা হওয়ার সম্ভাবনা থাকে।",6.0811069569999745,,
বিশ্বখ্যাত শেফ রাফি বলেন আমরা চেষ্টা করেছি মানসম্পন্ন লেবানিজ ফুড খাবারপ্রেমীদের জন্য মেলে ধরতে,"বিশ্ববিখ্যাত শেফ রাফি বলেছেন: ""আমরা খাবার প্রেমীদের কাছে মানসম্পন্ন লেবানিজ খাবার আনার চেষ্টা করেছি।""","বিশ্ববিখ্যাত শেফ রাফি জানান, খাবারপ্রেমীদের জন্য আমরা মানসম্পন্ন লেবানিজ খাবার পরিবেশনের চেষ্টা করেছি।",2.7850790989996312,,
সারাদিনে তিন বেলার খাবারের মেন্যুতে রাখতে পারেন বিভিন্ন ধরনের স্যুপ গরম দুধ দুধ ছাড়া চা তিনচার ফোঁটা লেবুর রস,সারাদিনের তিন বেলা খাবারের মেনুতে রাখতে পারেন বিভিন্ন ধরনের স্যুপ গরম দুধ দুধহীন চা তিন ফোঁটা লেবুর রস।,"প্রতিদিনের তিন বেলার খাদ্যতালিকায় অন্তর্ভুক্ত করতে পারেন নানা রকমের স্যুপ, গরম দুধ, দুধ ছাড়া চা এবং তিন-চার ফোঁটা লেবুর রস।",6.670331012000133,,
তবে ইলিশ খিচুড়িও বৈশাখের ভোজন আয়োজনে যোগ করতে পারে ভিন্ন মাত্রা,তবে ইলিশের খিচুড়িও বৈশাখের উৎসবে যোগ করতে পারে ভিন্ন মাত্রা।,কিন্তু ইলিশ খিচুড়ি বৈশাখের ভোজে নতুন মাত্রা যোগ করতে পারে।,2.6262767999996868,,
 রোজের ডায়েটে ওটস রাখলে রক্তে খারাপ কোলেস্টেরলের মাত্রা কমে ও ভাল কোলেস্টেরলের মাত্রা বৃদ্ধি পায়,প্রতিদিনের খাদ্যতালিকায় ওটস রাখলে তা রক্তে খারাপ কোলেস্টেরলের মাত্রা কমায় এবং ভালো কোলেস্টেরলের মাত্রা বাড়ায়।,প্রতিদিনের খাদ্যতালিকায় ওটস অন্তর্ভুক্ত করলে রক্তের ক্ষতিকর কোলেস্টেরলের পরিমাণ হ্রাস পায় এবং উপকারী কোলেস্টেরলের মাত্রা বাড়ে।,1.3124737340003776,,
কান চোখ ও বিভিন্ন জয়েন্ট থেকে সিগন্যালগুলো মস্তিষ্কের সেরিবেলামে যায় এবং এখানে বিভিন্ন দিকে এবং তার শুরুতে বিবেচনার মাধ্যমে শরীরে ভারসাম্য রক্ষা হয়ে থাকে,"কান, চোখ এবং বিভিন্ন জয়েন্ট থেকে সংকেত সেরিবেলামে যায়, যেখানে বিভিন্ন দিক এবং শুরু বিবেচনা করে শরীরের ভারসাম্য বজায় রাখা হয়।","কান, চোখ এবং বিভিন্ন জয়েন্ট থেকে প্রাপ্ত সংকেতগুলো মস্তিষ্কের সেরিবেলামে পৌঁছায়, যেখানে সেগুলো বিভিন্ন দিক ও শুরুতে বিশ্লেষণের মাধ্যমে শরীরের ভারসাম্য বজায় রাখা হয়।",1.5178409979998833,,
তবে বয়স অনুসার লক্ষণগুলো পরিবর্তিত হয়,"যাইহোক, বয়সের সাথে লক্ষণগুলি পরিবর্তিত হয়।",কিন্তু বয়সভেদে উপসর্গগুলো পরিবর্তিত হয়।,2.992686436999975,,
২ গঠনত বৃদ্ধি  ব্র্যাকিংয়াল সিস্ট ল্যারিগোসিস,2 গঠনমূলক বৃদ্ধি Brachyngeal সিস্ট ল্যারিগোসিস,ব্র্যাকিংয়াল সিস্টে ল্যারিগোসিসজন,9.604224944000634,,
তবে বেশির ভাগ ক্ষেত্রে থায়রয়েড গ্রন্থি বা এর অংশবিশেষ ফুলে ওঠা মানেই কিন্তু ক্যান্সার নয়,তবে বেশিরভাগ ক্ষেত্রে থাইরয়েড গ্রন্থি বা এর অংশ ফুলে যাওয়া মানে ক্যান্সার নয়।,"বেশিরভাগ সময় থাইরয়েড গ্রন্থি বা তার কোনো অংশ ফুলে গেলেই যে ক্যান্সার হয়, তা কিন্তু নয়।",3.0836905739997746,,
অবশ্য কয়েকটি সরকারি হাসপাতাল এবং বেসরকারি পর্যায়ে অলাভজনক প্রতিষ্ঠান যেমনকিডনি ফাউন্ডেশন হাসপাতাল রোগীদের ডায়ালাইসিস ও কিডনি সংযোজন কার্যক্রম পরিচালনা করলেও চাহিদার তুলনায় যথেষ্ট অপ্রতুল,তবে কিছু সরকারি হাসপাতাল এবং কিডনি ফাউন্ডেশন হাসপাতালের মতো বেসরকারি অলাভজনক প্রতিষ্ঠান রোগীদের জন্য ডায়ালাইসিস ও কিডনি প্রতিস্থাপন কার্যক্রম পরিচালনা করলেও চাহিদার তুলনায় তা অপ্রতুল।,যদিও কিছু,5.642487961999905,,
আসলে তা নয় তবে অন্যান্য সমস্যা দেখা দিতে পারে,"আসলে তা নয়, তবে অন্যান্য সমস্যা দেখা দিতে পারে।","আসলেই তা নয়, কিন্তু অন্য সমস্যা দেখা দিতে পারে",10.889409428000363,,
ঘরে যাতে পর্যাপ্ত আলোবাতাস থাকে সে ব্যবস্থা করুন,ঘরে পর্যাপ্ত আলো এবং বায়ুচলাচল রয়েছে তা নিশ্চিত করুন।,ঘরে পর্যাপ্ত আলো ও বাতাস নিশ্চিত করার ব্যবস্থা নিন।,3.3806589240002722,,
পানিশূন্যতা রোধে দিনে বা রাতে যেকোনো সময় তরমুজ খাওয়া যেতে পারে,ডিহাইড্রেশন প্রতিরোধে দিনে বা রাতে যে কোনো সময় তরমুজ খাওয়া যেতে পারে।,"তরমুজ খেলে পানিশূন্যতা রোধ হয়, তাই দিনে বা রাতে যে কোনো সময়ই এটি খাওয়া সম্ভব।",2.2414266490004593,,
চুল কন্ডিশন করতে দুই টেবিল চামচ বাটার গলিয়ে নিয়ে তাতে আধা কাপ অলিভ অয়েল মিশিয়ে নিন,"আপনার চুল কন্ডিশন করার জন্য, দুই টেবিল চামচ মাখন গলিয়ে তাতে আধা কাপ অলিভ অয়েল মিশিয়ে নিন।",দুই টেবিল চামচ মাখন গলিয়ে তাতে আধা কাপ অলিভ অয়েল মিশিয়ে চুলে কন্ডিশন করুন।,1.1735714799997368,,
কখনও কখনও যৌনাঙ্গে চুলকানি দেখা যায়,কখনও কখনও যৌনাঙ্গে চুলকানি দেখা যায়।,কখনো কখনো যৌনাঙ্গে চুলকানি হয়।,2.1145901259997117,,
স্ক্যাবিসের চিকিৎসায় পারমিথ্রিন ক্রিম সঠিক নিয়মে ব্যবহার করতে হবে,পার্মেথ্রিন ক্রিম স্ক্যাবিসের চিকিত্সার জন্য সঠিকভাবে ব্যবহার করা উচিত।,স্ক্যাবিসের চিকিৎসার জন্য পারমিথ্রিন ক্রিম সঠিক পদ্ধতিতে প্রয়োগ করা জরুরি।,1.482152378000137,,
বি কমপ্লেক্স আরও যেসব স্বাস্থ্যসুবিধা দেয় তা জেনে নিন,বি কমপ্লেক্সের আরও স্বাস্থ্য উপকারিতা জেনে নিন,বি কমপ্লেক্স আর কী কী স্বাস্থ্য উপকারিতা প্রদান করে তা জানুন।,2.372123223000017,,
কেউ কেউ তারও আগে থেকে পরিশ্রমে বুক ব্যথা পরিশ্রমে হাপিয়ে যাওয়া বা হাঁপিয়ে ওঠা কেউ কেউ এটাকে দম আটকে আসা কেউ বলে হাঁসফাঁস লাগে কারও কারও বুক ধড়ফড় করে থাকে,"কিছু লোকের আগে পরিশ্রমের কারণে বুকে ব্যথা হয়, পরিশ্রমের ফলে শ্বাসকষ্ট হয় বা হাঁপায়, কেউ একে বলে শ্বাসকষ্ট, কেউ বলে হাঁপাতে, কেউ বলে ধড়ফড়।","কেউ কেউ তারও আগে থেকে পরিশ্রমে বুকে ব্যথা অনুভব করে, হাঁপিয়ে ওঠে বা দম আটকে আসে, কারও কারও বুক ধড়ফড় করে আর কেউ কেউ একে হাঁসফাঁস লাগা বলে।",3.025673377000203,,
২০১৯ সালে সারা বিশ্বে অ্যান্টিবায়োটিক রেজিস্ট্যান্সের সঙ্গে সম্পর্কিত মৃত্যুর সংখ্যা ৪৯ লাখ ৫০ হাজার জন,"2019 সালে, বিশ্বজুড়ে অ্যান্টিবায়োটিক প্রতিরোধের সাথে সম্পর্কিত মৃত্যুর সংখ্যা ছিল 4.95 মিলিয়ন।",২০১৯ সালে বিশ্বব্যাপী অ্যান্টিবায়োটিক প্রতিরোধের কারণে মৃত্যুর সংখ্যা ছিল ৪৯ লাখ ৫০ হাজার।,4.794414269000299,,
 হাসপাতালে ভর্তি থাকার হার ৭ শতাংশ এবং মৃত্যুর হার শূন্য দশমিক পাঁচ শতাংশ,হাসপাতালে ভর্তির হার 7 শতাংশ এবং মৃত্যুর হার 0.5 শতাংশ।,হাসপাতালে ভর্তির হার ৭ শতাংশ এবং মৃত্যুর হার ০.৫ শতাংশ।,2.449891643000228,,
সরকারিভাবে সব উপজেলা স্বাস্থ্য কমপ্লেক্সে ওষুধটি পৌঁছানো হয়েছে,সরকারিভাবে সব উপজেলা স্বাস্থ্য কমপ্লেক্সে ওষুধ পৌঁছে দেওয়া হয়েছে।,সরকারি পক্ষ থেকে প্রতিটি উপজেলা স্বাস্থ্য কমপ্লেক্সে ওষুধটি সরবরাহ করা হয়েছে।,1.3857283509996705,,
কী কী সমস্যা হচ্ছে এর ফলে? কীভাবে সামলাবেন সেগুলো? জেনে নিন,"ফলে কী কী সমস্যা হচ্ছে, সেগুলো কীভাবে সামলাবেন?",এর ফলে কী কী সমস্যা দেখা দিচ্ছে? সেগুলো কীভাবে মোকাবিলা করবেন? জেনে রাখুন।,0.935051600999941,,
এবার একটি কড়াইয়ে তেল গরম করুন,এবার একটি প্যানে তেল গরম করুন।,এবার একটি কড়াইয়ে তেল গরম করে নিন,43.02875223399951,,
আপনার চিকিৎসকের সঙ্গে নিয়মিত যোগাযোগ এবং উপসর্গ ও উদ্বেগ নিয়ে আলোচনা করবেন,আপনার ডাক্তারের সাথে নিয়মিত যোগাযোগ করুন এবং লক্ষণ এবং উদ্বেগ নিয়ে আলোচনা করুন।,নিয়মিত আপনার ডাক্তারের সাথে কথা বলুন এবং লক্ষণ ও দুশ্চিন্তা সম্পর্কে আলোচনা করুন।,1.2571237780002775,,
ঠিক এক রকম না হলেও একই নকশা বা ধরনের পোশাক ও তাদের জন্য ভারী আনন্দের,ঠিক একই রকম না হলেও একই ডিজাইন বা পোশাকের ধরন নিয়েও তারা খুব খুশি।,একেবারে হুবহু না হলেও একই ডিজাইন বা ধরনের পোশাক তাদের জন্য অত্যন্ত আনন্দের।,3.512510234999354,,
বিস্তারিত লিখেছেন সিলেট এমএজি ওসমানী মেডিকেল কলেজ হাসপাতালের নাক কান ও গলা বিভাগের রেজিস্ট্রার ডা মো আব্দুল হাফিজ শাফী,"এ বিষয়ে বিস্তারিত লিখেছেন সিলেট এমএজি ওসমানী মেডিকেল কলেজ হাসপাতালের কান, নাক ও গলা বিভাগের রেজিস্ট্রার ডাঃ মোঃ আব্দুল হাফিজ শফি।","মো আব্দুল হাফিজ শাফী, সিলেট এম.এ.জি ওসমানী মেডিকেল কলেজ হাসপাতালের নাক, কান ও গলা বিভাগের রেজিস্ট্রার, এই বিষয়ে বিস্তারিত বর্ণনা করেছেন।",5.042878858999757,,
 চোখের ব্যথা এড়াতে এবং সংক্রমণের আরও বিস্তার এড়াতে আপনার হাত সঠিকভাবে পরিষ্কার রাখুন ব্যথা কমাতে পরিষ্কার পানি দিয়ে আপনার চোখ বারবার ধুয়ে নিন,চোখের ব্যথা এবং সংক্রমণের আরও বিস্তার এড়াতে আপনার হাত সঠিকভাবে পরিষ্কার রাখুন ব্যথা কমাতে পরিষ্কার জল দিয়ে ঘন ঘন আপনার চোখ ধুয়ে নিন।,চোখের যন্ত্রণা ও জীবাণু ছড়ানো ঠেকাতে হাত ভালো করে পরিষ্কার রাখুন এবং ব্যথা উপশমের জন্য পরিষ্কার জল দিয়ে চোখ বারবার ধুয়ে ফেলুন।,10.500999394000246,,
তারা ইলিশ মাছের মতো দেখতে সার্ডিন মাছকে ইলিশ বলে চালিয়ে দিচ্ছে,"ইলিশ মাছের মতো দেখতে সার্ডিন মাছকে তারা বলে, ইলিশ।","তারা সার্ডিন মাছকে, যা দেখতে ইলিশের মতো, ইলিশ বলে বিক্রি করছে।",6.976999927999714,,
তাই সুস্থসবল জীবন চাইলে ঝটপট এই পাতার শরণাপন্ন হন,"আপনি যদি একটি সুস্থ জীবন চান, অবিলম্বে এই পেজ ভিজিট করুন.",সুতরাং সুস্থ-সবল জীবন চাইলে দ্রুত এই পাতার সহায়তা নিন।,4.782941342999948,,
এ ক্ষেত্রে মাইল্ড শ্যাম্পু বেশি কার্যকর,এ ক্ষেত্রে মাইল্ড শ্যাম্পু বেশি কার্যকর।,এই পরিস্থিতিতে মৃদু শ্যাম্পু বেশি কার্যকরী।,4.4112703239998154,,
 মেনোপজের পর ইস্ট্রোজেন এবং প্রোজেস্টেরন প্রতিস্থাপনের জন্য পাঁচ বছরেরও বেশি সময় ধরে হরমোন ওষুধ গ্রহণ,মেনোপজের পরে ইস্ট্রোজেন এবং প্রোজেস্টেরন প্রতিস্থাপনের জন্য পাঁচ বছরের বেশি সময় ধরে হরমোনের ওষুধ গ্রহণ করা।,মেনোপজ-পরবর্তী সময়ে ইস্ট্রোজেন ও প্রোজেস্টেরনের অভাব পূরণের জন্য পাঁচ বছরের বেশি সময় ধরে হরমোন-জাতীয় ওষুধ সেবন করা।,4.554334527999345,,
অর্থাৎ রাতে ঠান্ডা পানি দিয়ে গোসলের তেমন কোনো বৈজ্ঞানিক উপকারিতা নেই,অর্থাৎ রাতে ঠাণ্ডা গোসলের কোনো বৈজ্ঞানিক উপকারিতা নেই।,রাতে ঠান্ডা পানি দিয়ে গোসলের কোনো বৈজ্ঞানিক উপকারিতা নেই।,2.923617051000292,,
 জেনেটিকস বা বংশগত কারণ থেকে হতে পারে তবে খুব কম,"জেনেটিক্স বা বংশগত কারণে হতে পারে, কিন্তু খুব বিরল।","জিনগত অথবা বংশানুক্রমিক কারণে এটি হতে পারে, তবে তা খুবই বিরল।",2.6711500669998713,,
আমরা অবশ করে পলিপ বের করে নিয়ে আসতে পারি,আমরা আলতো করে পলিপ অপসারণ করতে পারি।,আমরা পলিপটি হিমায়িত করে বের করে আনতে সক্ষম।,2.9789812819999497,,
একদিকে ভাইরাসের কারণে হাড়ের মজ্জায় প্লাটিলেটের উৎপাদন কমে যায় অন্যদিকে ভাইরাস সংক্রমণের কারণে রক্তে কিছু বিষাক্ত পদার্থ উৎপন্ন হয় যা প্লাটিলেট ধ্বংসের হার বাড়ায়,"একদিকে ভাইরাস অস্থিমজ্জায় প্লেটলেটের উৎপাদন কমিয়ে দেয়, অন্যদিকে ভাইরাল সংক্রমণ রক্তে কিছু বিষাক্ত পদার্থ তৈরি করে যা প্লেটলেট ধ্বংসের হার বাড়িয়ে দেয়।","ভাইরাসের প্রভাবে একদিকে অস্থিমজ্জায় প্লাটিলেট উৎপাদন হ্রাস পায়, অন্যদিকে সংক্রমণের ফলে রক্তে সৃষ্ট কিছু বিষাক্ত উপাদান প্লাটিলেট ধ্বংসের মাত্রা বাড়িয়ে দেয়।",9.593704734999847,,
পরবর্তী ফলো আপে দেখা গেল তার হার্টেরপাম্পিং সম্পূর্ণ স্বাভাবিক,পরবর্তী ফলোআপ দেখায় যে তার হার্ট পাম্পিং সম্পূর্ণ স্বাভাবিক ছিল।,পরের ফলো-আপে দেখা গিয়েছে তার হৃদপিণ্ডের পাম্পিং সম্পূর্ণ স্বাভাবিক।,1.8179092800000944,,
তবে নবজাতকও আক্রান্ত হতে পারে,"তবে, নবজাতকও আক্রান্ত হতে পারে।",তবে নবজাতকদেরও সংক্রমিত হওয়ার সম্ভাবনা রয়েছে।,3.214031767999586,,
কারণ বাসি ভাত দিয়ে কী করবেন ভেবে পান না,কারণ বাসি ভাত দিয়ে কী করবেন বুঝতে পারছেন না।,"কারণ বাসি ভাত নিয়ে কী করবেন, তা ভেবে পাচ্ছেন না",2.8355901049999375,,
এ বিষয়ে জাতীয় ক্যানসার গবেষণা ইনস্টিটিউট ও হাসপাতালের পরিচালক অধ্যাপক ডা কাজী মোস্তাক হোসেন যুগান্তরকে বলেন আমার সর্বোচ্চ চেষ্টা করছি,"জাতীয় ক্যান্সার গবেষণা ইনস্টিটিউট ও হাসপাতালের পরিচালক ডাঃ কাজী মোস্তাক হোসেন যুগান্তরকে বলেন, আমি সাধ্যমত চেষ্টা করছি।",,8.930079834000026,request_error:'NoneType' object has no attribute 'strip',
প্রথাগত মাথাব্যথার ওষুধে ট্রাইজেমিনাল নিউরালজিয়ার ব্যথা সাধারণত কমে না,ট্রাইজেমিনাল নিউরালজিয়া ব্যথা সাধারণত প্রথাগত মাথাব্যথার ওষুধ দ্বারা উপশম হয় না।,সাধারণ মাথাব্যথার ওষুধে ট্রাইজেমিনাল নিউরালজিয়ার ব্যথা সাধারণত উপশম হয় না।,5.795667926000533,,
ডিমের মধ্যে সেলমোনেলা নামক এক ধরনের ব্যাকটেরিয়া থাকে যা ত্বকের ক্ষতি করতে পারে,ডিমে সালমোনেলা নামক এক ধরনের ব্যাকটেরিয়া থাকে যা ত্বকের ক্ষতি করতে পারে।,"ডিমে সেলমোনেলা নামের এক প্রকার ব্যাকটেরিয়া থাকে, যা ত্বকের জন্য ক্ষতিকর হতে পারে।",1.2066495690005468,,
মন ভালো রাখতে ও ভালো ঘুমের জন্য এই ম্যাগনেশিয়াম খুবই প্রয়োজন,সুস্থ মন এবং ভালো ঘুমের জন্য ম্যাগনেসিয়াম খুবই গুরুত্বপূর্ণ।,ভালো মেজাজ ও আরামদায়ক ঘুমের জন্য এই ম্যাগনেশিয়ামটি অত্যন্ত জরুরি।,3.6578218249997008,,
 কিন্তু কিছুতেই কাঁচকলা মুখে তুলে দেখেন না,কিন্তু মুখে হাসি নিয়ে সে কিছুতেই তাকায় না।,কিন্তু তিনি কোনোভাবেই কাঁচকলা মুখে নেওয়ার চেষ্টা করছেন না।,1.3870698070004437,,
এসব উপকরণ চুল পড়া বন্ধ করবে দ্রুতই,এই উপাদানগুলো দ্রুত চুল পড়া বন্ধ করবে।,এই উপাদানগুলো দ্রুত চুল পড়া রোধ করবে।,2.752888613000323,,
কেউ কেউ মাংস জাতীয় খাবার বা চর্বিযুক্ত মাংস বেশি খেয়ে থাকেন,কেউ কেউ বেশি মাংস বা চর্বিযুক্ত মাংস খান।,কিছু মানুষ মাংস বা চর্বিযুক্ত মাংস বেশি পরিমাণে খেয়ে থাকেন।,1.5188983020007072,,
যেহেতু শীত চলেই এসেছে তাই এ সময়ে একটু বাড়তি যত্ন প্রয়োজন,যেহেতু শীত এসেছে তাই এই সময়ে একটু বাড়তি যত্নের প্রয়োজন।,শীতকাল এসে পড়ায় এখন একটু বেশি সতর্কতা আবশ্যক।,1.724872925999989,,
তবে সকালে স্কুলে যাওয়ার সময় ও বিকেলে খেলতে যাওয়ার সময় পর্যন্ত উষ্ণতা নিশ্চিত করুন,তবে সকালে স্কুলে যাওয়ার সময় এবং বিকেলে খেলতে যাওয়ার সময় আপনি উষ্ণ থাকুন তা নিশ্চিত করুন।,সকালে স্কুলে যাওয়ার সময় এবং বিকেলে খেলতে যাওয়ার সময় পর্যন্ত তাপমাত্রা ঠিক রাখুন।,2.1377770549997877,,
১৯৯৯ সালে এই মাত্রা ছিল যথাক্রমে ৫৪ মাইক্রোগ্রাম ও ৪৭ মাইক্রোগ্রাম,"1999 সালে, এই মাত্রা ছিল যথাক্রমে 54 মাইক্রোগ্রাম এবং 47 মাইক্রোগ্রাম।",১৯৯৯ সালে এই পরিমাণ ছিল ক্রমান্বয়ে ৫৪ মাইক্রোগ্রাম এবং ৪৭ মাইক্রোগ্রাম।,3.505419494000307,,
এদিকে করোনাভাইরাস ঠেকাতে ফেব্রুয়ারির শেষ থেকে মক্কা এবং মদিনায় প্রবেশের ওপরে নিষেধাজ্ঞা জারি করেছিল সৌদি সরকার,এদিকে করোনাভাইরাসের বিস্তার ঠেকাতে ফেব্রুয়ারির শেষ দিক থেকে মক্কা ও মদিনায় প্রবেশে নিষেধাজ্ঞা জারি করে সৌদি সরকার।,সৌদি সরকার ফেব্রুয়ারির শেষ থেকে মক্কা ও মদিনায় প্রবেশের ওপর নিষেধাজ্ঞা আরোপ করেছিল করোনাভাইরাস প্রতিরোধে।,1.5837254760008364,,
আর এটি হলে ত্বক থেকে মরা চামড়া উঠে যেতে শুরু করে এবং চুলকানি হতে পারে,"এবং যখন এটি ঘটে, মৃত ত্বকের খোসা ছাড়তে শুরু করে এবং এটি চুলকানি হতে পারে।",এটি ঘটলে ত্বক থেকে মৃত কোষ উঠতে শুরু করে এবং চুলকানির সম্ভাবনা থাকে।,2.6571591659994738,,
সাধারণত রাস্তাঘাটে জগিং করা যায় না তাই চেষ্টা করবেন বাড়ির পাশাপাশি যদি কোথাও মাঠ থাকে তাহলে সেখানে জগিং করতে,"সাধারণত, আপনি রাস্তায় জগিং করতে পারবেন না, তাই আপনার বাড়ির কাছের মাঠে জগ করার চেষ্টা করুন যদি একটি থাকে।","বাড়ির আশেপাশে মাঠ থাকলে সেখানে জগিং করার চেষ্টা করুন, কারণ সাধারণত রাস্তায় জগিং করা সম্ভব নয়।",3.346475821999775,,
কফি পানে ঘুমের ব্যাঘাত হয় কফি ঘুম কমায়,কফি পান ঘুমের ব্যাঘাত ঘটায় কফি ঘুম কমায়।,"কফি খাওয়ার কারণে ঘুমের সমস্যা হয়, কারণ কফি ঘুম কমিয়ে দেয়।",7.140578962000291,,
