text,label,Gemini_3.1_Flash_preview
"পাকস্থলীর কোনো অসুখ, খাদ্যনালীর কোন গঠনগত ত্রুটি, মাত্রাতিরিক্ত এ্যাসিডিটির সমস্যা, অতিরিক্ত কোষ্ঠ্যকাঠিন্য, দীর্ঘ সময় যাবৎ না খেয়ে থাকার পরে এক সাথে অতিরিক্ত খেয়ে ফেলা, হঠাৎ করে খুব বেশী পরিমাণে খাবার নিয়ন্ত্রণ করা, অতিরিক্ত ঝাল খাওয়া, গভীর রাতে বা খুব ভোরে একসাথে অনেক বেশি খাওয়া হলো খাবার সঠিকভাবে হজম না হওয়ার অন্যতম কারণ।",INF,INF
"প্যানক্রিয়াস নামের এক ধরনে অঙ্গ রয়েছে, যাতে ইনফেকশন হলে খাবার সঠিকভাবে হজম হয় না।",INF,INF
রক্তে চিনির মাত্রা অতিরিক্ত বেড়ে গেলে হজম শক্তি দূর্বল হয়ে যায়।,INF,INF
"মাদকদ্রব্য, ধূমপান, অতিরিক্ত চা-কফি, পান, সুপারী, গুল, জর্দা প্রভৃতি হজম শক্তি দুর্বল করে।",INF,INF
"গলব্লাডারে পাথর, কিডনীতে পাথর, খাদ্য নালীর অপারেশনের পরে হজমে সমস্যা হতে পারে।",INF,INF
রাতে ঘুমাতে যাওয়ার আগে এক গ্লাস দুধ পান করা স্বাস্থ্যের জন্য অনেক উপকারী।,INF,INF
এই চন্দন কিন্তু ত্বকের যেকোনো সংক্রমণ কমাতেও সমান কার্যকরী।,INF,INF
পেঁপের তরকারি নিয়মিত খেলে উদরাময়ে উপকার হয়।,INF,INF
আমাশা থেকে মুক্তি পাওয়ার অদ্ভুত শক্তি আছে কাঁচা পেঁপের আঠায়।,INF,INF
"মাথার অস্বাভাবিক যন্ত্রণা, বমি ও হাত-পা অবশ হয়ে যাওয়া সাধারণত মাইগ্রেনের উপসর্গ।",INF,INF
অনেকের আবার এই ব্যথার প্রকোপে জ্বরও এসে যায়।,INF,INF
"খিদে কমে যাওয়া, যন্ত্রণা থেকে অবসাদ সবই হানা দিতে পারে এই ব্যথা থেকে।",INF,INF
এসোমিপ্রাযল/ ওমিপ্রাযল পাকস্থলীতে অ্যাসিড গঠন কমিয়ে বুক জ্বলা কমাতে সাহায্য করে।,INF,INF
"আমাদের পাকস্থলিতে অতিরিক্ত বা ভারসাম্যহীন অ্যাসিড উৎপন্ন হওয়ার ফলে পেট ব্যথা, গ্যাস, বমিবমি ভাব, মুখে দুর্গন্ধ বা অন্য সমস্যা দেখা দিতে পারে।",INF,INF
"কাঁচা পেঁপে বা পেঁপে গাছের আঠা পেটের অসুখ, কোষ্ঠকাঠিন্য প্রভৃতি রোগের জন্যও বিশেষ উপকারী।",INF,INF
প্রতিদিন দুপুরে ভাত খাওয়ার পর এবং রাতে ভাত বা রুটি খাওয়ার পর এক টুকরা কাঁচা পেঁপে ভালো করে চিবিয়ে এক গ্লাস পানি পান করলে সকালে পেট পরিষ্কার হয়।,INF,SUG
পুষ্টিগুণ: ক্যারোটিন ও ভিটামিন সি সমৃদ্ধ।,INF,INF
"অজীর্ণ, কৃমি সংক্রমণ, আলসার, ত্বকে ঘা, একজিমা, কিডনি সংক্রান্ত জটিলতা, ডিপথেরিয়া, আন্ত্রিক ও পাকস্থলীর ক্যান্সার প্রভৃতি রোগ নিরাময়ে কাঁচা পেঁপের পেপেইন ব্যবহার করা হয়।",INF,INF
"পেঁপের আঠা ও বীজ ক্রিমিনাশক ও প্লীহা, যকৃতের জন্য উপকারী।",INF,INF
নিয়মিত কাঁচা পেঁপের তরকারি সদ্য বাচ্চা সন্তান জন্ম দেয়া নারীদের স্তনের দুধ বাড়ায়।,INF,INF
হজম সম্পর্কিত যে কোনো অসুখে কাঁচা পেঁপের আঠা খেলে তা দ্রুত নিরাময় হয়।,INF,INF
"মাথার অস্বাভাবিক যন্ত্রণা, বমি ও হাত-পা অবশ হয়ে যাওয়া সাধারণত মাইগ্রেনের উপসর্গ।",INF,INF
যেকোনো ভারী খাবার দাবারের পর হার্ট অ্যাটাকের ঝুঁকি বেড়ে যায়।,INF,INF
ওয়াকারের কারনে শিশু আঙুলে ভর দিয়ে হাটে যা শিশুর পায়ের ভুল মাসলকে শক্ত করে।,INF,INF
স্বাভাবিক ভাবে হাটা শিখলে শিশু নিজের পায়ের পাতার উপরে ভর দিয়ে দাঁড়ায়।,INF,INF
প্রয়োজনে পা উঠা নামা করে।,INF,NAR
"পায়ের গোড়ালির,  হাটুর ব্যবহার সঠিক থাকে।",INF,INF
যে সব শিশু ওয়াকার ব্যবহার করে তাদের ৪০% বিভিন্নভাবে ব্যথা পেয়ে থাকে।,INF,INF
ওয়াকারের কারনে শিশু খুব দ্রুত নড়াচড়া  বা মুভ করে যার কারনে শিশুর ব্যথা পাওয়ার সম্ভবনা বেড়ে যায়।,INF,INF
সাধারণভাবে শিশুরা নিজে থেকে দাড়ানো শেখার ২ থেকে ৩ মাসের ভিতরে হাটা শিখে।,INF,INF
শিশুরা সাধারণত ৯ মাস থেকে ১৫ মাসের ভিতরে নিজে নিজে দুই এক কদম পা ফেলতে শুরু করে।,INF,INF
শিশু ওয়াকার বা আপনার হাত ধরে হাটলে হাটতে উৎসাহিত হতে পারে৷ শিশু ওয়াকার ব্যবহার করে দাঁড়ানো সম্পর্কে ধারণা পায়৷,INF,INF
৮ থেকে ১২ মাসের শিশুরা তাদের আশেপাশের সব কিছু এক্সপ্লোর করতে ভালোবাসে।,INF,INF
ওয়াকার যেহেতু শিশুকে সবসময় দাঁড়ানো অবস্থায় রাখে তাই শিশু সঠিকভাবে হাটার ব্যালেন্স শিখতে পারে না।,INF,INF
এর মানে হলো শিশু যদি বার বার নিজে উঠে দাঁড়ায় ও আবার পরে যেয়ে উঠে হাটে তাহলে শিশু ভালো ব্যালেন্স শিখতে পারে।,INF,INF
"গবেষণায় দেখা গেছে, যে সব শিশুরা ওয়াকার ব্যবহার  করে তারা তুলনামুলক দেরীতে হাটা শিখে।",INF,INF
ওয়াকার শিশুর পা কে শক্ত করে।,INF,INF
এটা শিশুর জীবনের দীর্ঘ সময়ের হাটার ধরনে প্রভাব ফেলতে পারে এবং শিশুর হিপের (hip) ও সমস্যা দেখা দিতে পারে।,INF,INF
"মুল কথা হলো শিশু নিজে হাটা শিখলে তার জয়েন্টে সমস্যা হবে না, মাসলের বিকাশ ও ঠিক থাকবে।",INF,INF
জোর করে কোন কিছুর সাহায্যে  (ওয়াকার) শিশুকে হাটা বা দাড়ানোর চেষ্টা করা হলে শিশু ব্যালেন্স বুঝতে পারে না।,INF,INF
"ফিজিওথেরাপিস্টদের মতে, ওয়াকার শিশুর জন্য মোটেও নিরাপদ না।",INF,INF
আকরকরার নামক লতানো উদ্ভিদটির মূল ঔষধি হিসেবে ব্যবহৃত হয়।,INF,INF
থাইরয়েড গ্রন্থিটি গলার সামনের দিকের উঁচু হাড়ের নিচে অবস্থিত।,INF,INF
গ্রন্থিটি দেখতে প্রজাপতির মতো এবং এটি ট্রাকিয়া বা শ্বাসনালিকে পেঁচিয়ে থাকে। ছোট গ্রন্থি হলেও এর কার্যকারিতা ব্যাপক।,INF,INF
থাইরয়েড গ্রন্থি থেকে নিঃসৃত হরমোন মানব পরিপাক প্রক্রিয়ায় অন্যতম ভূমিকা পালন করে।,INF,INF
মায়ের থাইরয়েড হরমোনের সমস্যা থাকলে এর প্রভাব নবজাতকের ওপর পড়ে।,INF,INF
নবজাতকের থাইরয়েড হরমোনের অভাব শিশুর স্বাভাবিক শারীরিক ও মানসিক বৃদ্ধিতে ব্যাঘাত ঘটায়।,INF,INF
যার ফলে শিশু প্রতিবন্ধী হতে পারে। প্রতিবন্ধী হওয়ার হাত থেকে রক্ষার জন্য প্রতিটি নবজাতকের জন্মের সঙ্গে সঙ্গে থাইরয়েড পরীক্ষা করা জরুরি।,INF,SUG
শারীরিক কার্যক্ষমতা সঠিক রাখার জন্য নির্দিষ্ট মাত্রায় এই হরমোন শরীরে থাকা একান্ত জরুরি।,INF,INF
হরমোন স্বাভাবিক থেকেও থাইরয়েড গ্রন্থি ফুলে যেতে পারে।,INF,INF
"সাধারণত আয়োডিনের অভাবে গলা ফোলা রোগ হয়ে থাকে, যাকে আমাদের সাধারণ ভাষায় ঘ্যাগ রোগ বলা হয়।",INF,INF
আয়োডিন শরীরে অতি প্রয়োজনীয় থাইরয়েড হরমোন তৈরিতে গুরুত্বপূর্ণ ভূমিকা রাখে।,INF,INF
থাইরয়েড সমস্যা নির্ণয়ের জন্য রক্ত পরীক্ষা করতে হয়।,INF,INF
এগুলো শরীরের ইনসুলিন সরবরাহ বাড়ায় এবং রক্তের সুগার লেভেল কমাতে সাহায্য করে।,INF,INF
বর্তমানে অনেকেই মন খারাপ হলেই বিষণ্ণতায় আক্রান্ত বলে মনে করে চিকিৎসার জন্য ব্যতিব্যস্ত হয়ে পড়েন।,INF,INF
"এ ছাড়া ব্রণ চিকিৎসায় আধুনিক প্রযুক্তির ব্যবহারও বেড়েছে। বিশেষ করে ব্রণ-পরবর্তী দাগ বা ক্ষত সারাই করতে এগুলো কার্যকর। যেমন: মাইক্রোনিডলিং, মেসোথেরাপি, রেডিওফ্রিকোয়েন্সি, পিআরপি, মাইকোডার্মাব্রেশন, লেজার ইত্যাদি।",INF,INF
বাদাম শরীরকে রাখে চাঙ্গা। পুষ্টিগুণ ও শারীরিক উপকারিতা দিক দেখতে গেলে এর বিকল্প নেই।,INF,INF
তাই উচ্চ রক্তচাপের অসুখে ভুগছেন এমন রোগীর ডায়েটে রাখতে পারেন রসুন।,INF,SUG
যকৃত ও মূত্রাশয়কে নিজের কাজ করতে সাহায্য করে রসুন।,INF,INF
এ ছাড়া পেটের নানা সমস্যাও হজমের সমস্যা মেটাতেও রসুন ভালো কাজ করে।,INF,INF
"ভাইরাস ও সংক্রমণজনিত অসুখ যেমন- ব্রংকাইটিস, নিউমোনিয়া, হাঁপানি, হুপিং কাফ ইত্যাদি প্রতিরোধে করে।",INF,INF
অনেক সময় পেট খালি থাকার পর এটি খেলে এর রস সহজে শরীরকে ডিটক্সিফাই করতে পারে।,INF,INF
সকালে ঘুম থেকে ওঠার পর মেটাবলিক রেটও একটু বেশি থাকে।,INF,INF
সকালে খালি পেটে রসুনের কোয়া খেলে সারা রাত ধরে চলা বিপাকক্রিয়ার কাজ উন্নত হয়।,INF,INF
এ ছাড়া শরীরের দূষিত টক্সিনও মূত্রের মাধ্যমে বেরিয়ে যেতে পারে।,INF,INF
শীতে ঠাণ্ডা লাগলে খালি পেটে এক কোয়া রসুন খেলে উপকার পাওয়া যাবে।,INF,INF
দুই সপ্তাহ সকালে রসুন খেলে ঠাণ্ডা লাগার প্রবণতা অনেকটা কমে।,INF,INF
রক্ত সঞ্চালন ঠিক রাখে রসুন।,INF,INF
গরমে শরীর থেকে অতিরিক্ত ঘাম ঝরে। তাই শরীরে বাড়তি পানির প্রয়োজন হয়।,INF,INF
অনেকের আবার এই ব্যথার প্রকোপে জ্বরও এসে যায়।,INF,INF
"খিদে কমে যাওয়া, যন্ত্রণা থেকে অবসাদ সবই হানা দিতে পারে এই ব্যথা থেকে।",INF,INF
আর কানাডা এপ্রিল ২০০৭ সালে শিশুদের নিরাপত্তার কথা চিন্তা করে ওয়াকার ব্যান করেছে।,INF,INF
"যাদের শুধুমাত্র ওয়াকার দেয়ার জন্য শিশুর জয়েন্ট, হাড় বা মাসলের সমস্যা হয়েছে।",INF,INF
মন খারাপ একটি স্বাভাবিক আবেগ অন্যদিকে বিষণ্ণতা একটি আবেগজনিত মানসিক রোগ।,INF,INF
মন খারাপ বা স্যাডনেস বিষণ্ণতার একটা লক্ষন এর সাথে আরোও কয়েকটি লক্ষণ (সবমিলে কমপক্ষে ৫টি) থাকলে তাকে বিষণ্ণতা বলা হয়।,INF,INF
বাংলাদেশে ৬.৭%মানুষ বিষণ্ণতায় আক্রান্ত (জাতীয় মানসিক স্বাস্থ্য ইনিস্টিউট-২০১৯),INF,INF
মন খারাপ সাধারণত অল্প কিছুদিন থাকে এটা ক্ষনস্থায়ী অন্যদিকে বিষণ্ণতা দীর্ঘদিন অর্থাৎ ১৪ দিন বা তার বেশি সময় থাকে।,INF,INF
"তবে সমস্যা হল, আমার মনে হচ্ছে যে ওর পুষ্টি ঘাটতি হচ্ছে, বিশেষ করে ভিটামিন ডি।",NAR,NAR
"আর সবাই বলে ও শুক্না, ওর ওজন এখন ৮ কেজি, আলহামদুলিল্লাহ।",NAR,NAR
করোনার সময় আমার হাজবেন্ডের করোনা হলে জিহ্বা চুলে যাওয়াতে কিছুই খেতে পারত না।,NAR,NAR
এই দিকে শরীরও অনেক দুর্বল হয়ে যাচ্ছিল।,NAR,NAR
বাবুও খুব পছন্দ করত আলহামদুলিল্লাহ!,NAR,NAR
আমাদের কেউ সিক হলে এভাবে মুরগি দিয়ে জাও খাওয়াই।,NAR,NAR
নিজেকে খুব হেল্পলেস লাগে বাচ্চা যখন খেতে চায় না ।,NAR,NAR
বাবুর বয়স ৮ মাস ।,NAR,NAR
ওর ১৮১ তম দিন ওকে আমি সলিড দিয়েছিলাম ।,NAR,NAR
বাবু ফুল টাইম bm খাইসে Alhamdulillah এর আগে  কোনো ফর্মুলা মিল্ক লাগেনি খাওয়ানো।,NAR,NAR
কিন্তু গত ১ মাস ধরে ভাইরাল কিছু না কিছু ওর স্কিন এ দেখা যাচ্ছে ।,NAR,NAR
Dr medicine দিয়েছে and medicine খেয়ে তেমন ইমপ্রুভ করে নি ।,NAR,NAR
বদলে আমার বাবু সলিড খাওয়া অফ করে দিসে totally ।,NAR,NAR
"যে বাচ্চা কে খাবার মুখে দিতে দেরি হলে আঙ্গুল টেনে নিয়ে খেতো সেই এখন খাবার মুখে দিলেই বমি করে , কাশি দিয়ে লাল হয়ে যায় ।",NAR,NAR
বাবু আমার খাবার দেখে interest দেখায় মুখেও নেয় কিন্তু বমি হয়ে যায়। বমির ওষুধ খেয়েও দেখসি।।,NAR,NAR
এর মধ্য ওজন ১২ কেজি থেকে কমে এখন ১১.৫ কেজিতে নামছে।,NAR,NAR
"আমার মেয়ে ৬ মাস থেকে মা, আম, মাম্মা বলত, কিন্তু ডাকছে বলে মনে হয়নি।",NAR,NAR
৮ মাসে প্রথম বাবা বলে একদম বাবার কাছে গিয়ে চোখের দিকে তাকিয়ে। জানিনা সে ডাকার জন্যই গিয়েছিল কিনা।,NAR,NAR
৯ মাসের আগে থেকেই এই দুটো ডাক ক্লিয়ার হয়েছিল।,NAR,NAR
"এখন ১১ মাস, এখন আর নানা উল্টাপাল্টা শব্দ বললেও মা আর বাবা এই দুইটা ডাকার জন্যেই বলে আলহামদুলিল্লাহ , অন্য শব্দ বলতে বললে বলতে চায়, লজ্জা পাচ্ছে ভাব ধরে হাসি দেয়।",NAR,NAR
"আমার বড় মেয়ে ২ বছরের পর গিয়ে আব্বু বলেছিল, আম্মু বলেছে ২.৫+ হওয়ার পর।",NAR,NAR
"আবার ছোট মেয়ে ১ বছর পর থেকে আব্বু বলে কিন্তু আম্মু এখনো বলে না, ওর এখন ১৯ মাস, ও মাত্র ৩ টা শব্দ বলে।",NAR,NAR
আয়ান কে নিয়ে আল্লাহর রহমতে ভালো ভাবে দেশে ফিরে আসলাম।,NAR,NAR
আল্লাহর রহমতে আয়ান ভালো আছে ওর রিপোর্ট গুলো ভালো এসেছে।,NAR,NAR
আমার মেয়ের কিছুদিন আগে সেইম কন্ডিশন হয়েছে।ডক্টর অয়েন্টমেন্ট দিয়েছে।,NAR,NAR
বললো ১০ দিন দিয়ে দেখতে।,NAR,NAR
অলরেডি ৬ দিন হয়ে গেছে।কিন্তু কন্ডিশন আগের মতোই।,NAR,NAR
এখন খুব টেনশন হচ্ছে।,NAR,NAR
ডক্টর তো বললো অনেক সময় ডায়াপার এর কারণে ঘষা লাগতে লাগতে এমন হয়,NAR,NAR
কত সময় লাগবে জানিনা শুধু এইটুকু জানি কালকের সকালটা আমার জন্য অনেক কষ্টের।,NAR,NAR
ক্ষিধের জ্বালায় কি পরিমান কান্না করবে আর তার কান্না থামানো আমার জন্য কঠিন এক পরিক্ষা।,NAR,NAR
আজকে আয়ানকে দেখে ডাক্তার গুলো অনেক খুশি হয়েছে তাদের ভাষ্যমতে অপারেশনের পরে আয়ান যেভাবে বাড়ার কথা ঠিক সে রকমের বেড়েছে মাশাল্লাহ।,NAR,NAR
"বেবির বয়স ১.৫ মাস, কোলে ঘুমায়৷ নইলে ঘুমায় না।",NAR,NAR
"তারপর বেড এ শুইয়ে দেই,  আমি ১ম মা হলাম, ছোট নরম বেবি টাকে কোলেই নিতে পারি না, ঘাড় টা ঠিক মত ধরতে পারি না, ঘাড় টা বাকা হয়ে পরে যায় আমি কোলে নিতে গেলে,আমার থেকে আমার ক্লাস ১০ এ পরা ছোট বোন সুন্দর বাচ্চা কোলে নিতে পারে ফিডার খাওয়াতে পারে, আমি ব্রেস্ট মিল্ক ই খাওয়াই বাট ফিডারে মাঝে মাঝে খাওয়াই সেটাও বেবির মুখ গলে নিচে বেয়ে পরে যায়,আমার ছোট বোন খাওয়ালে পরে না।",NAR,NAR
"আমার নিজের মা নাই, শাশুড়ি ও নাই, একা পালি বেবি,",NAR,NAR
"নিজেকে ব্যর্থ মা মনে হয়, মনে হয় যে আমার জন্য নিস্পাপ শিশু টা কস্ট পাচ্ছে,পালতেই পারি না যখন তাহলে কেন আরো পরে বেবি নিলাম না, আগে বেবি পালার কোর্স করতাম",NAR,NAR
অনেকেই তো নিউ মম তাও সুন্দর বাচ্চা কে গোসল করাতে পারে পালতে পারে। আমি পারি না।,NAR,NAR
"১১ সপ্তাহের প্রেগন্যান্সি চলে গত ২৭ মে এর আল্ট্রা অনুযায়ী,  এরপর ৩০ তারিখ অফিস এ বসে থাকা অবস্থায় সাডেন পানিসহ ব্লাড বের হয় পায়জামা ভিজে যায়, আর ১ ইঞ্চির মত রক্তের দলা পড়ে যায়।",NAR,NAR
"২ ঘন্টা পর আল্ট্রা করে দেখি বেবি মুভমেন্ট আছে, হারটবিট ১৭২ যা বেশি।",NAR,NAR
ডাক্তার দেখিয়েছি উনি আংগুল দিয়ে চেক করে বলল জরায়ু মুখ খুলেনি। উনার আংগুল এ ব্লাড আসছিল।,NAR,NAR
"এখন ইঞ্জেকশন ওষুধ,  বেড রেস্ট এ আছি,",NAR,NAR
"বাবুর বয়স ২১ মাস। ডিম, হাতে বেলা রুটি, আলু ভাজি, বাদাম সুজি খেত আগে এখন খায় না।",NAR,NAR
রাতে দুধ ওটস আর বাদাম দেই তাই সকালে অটস দিতে চাচ্ছি না।,NAR,NAR
সকালে খিচুড়ি খেতে দিতেও মন চায় না নাকি দিব বুঝতেসিনা।,NAR,INQ
"ওকে জুস করে দেই, খায় না, ফল দিলে এক দুই কামড় এর এবশি দিতে চায় না।",NAR,NAR
আলহামদুলিল্লাহ আমার বাচ্চাকে বুকের দুধ খাওয়ানো বন্ধ করতে পেরেছি।,NAR,NAR
কিন্তু এখন আমার বুকের দুধ চাকা হয়ে আছে অনেক পেইন হচ্ছে।,NAR,NAR
"আমাকে ডক্টর বলেছিলেন শুধু সেক নিতে, কোন ওষুধ লাগে নাই। এম্নিতেই ঠিক হয়ে গেছে।",NAR,NAR
আমার বাচ্চার বয়স 22 মাস।,NAR,NAR
কিন্তু ও অন্য কোন দুধ খেতে চায় না।,NAR,NAR
তার দুধের চাহিদা অপূর্ণ থেকে যাচ্ছে।,NAR,NAR
জীবনে কোনদিন ফিডারে দুধ খায়নি।,NAR,NAR
কোন ওষুধ খেতে চায় না।,NAR,NAR
আমার বাচ্চার বয়স দুই বছর।,NAR,NAR
"শুরু থেকেই ও এভারকেয়ারে ডাঃ কামরুল হাসানের আন্ডারে ছিল। নিসন্দেহে উনি খুব ভালো পেডিয়াট্রিক কিন্তু লাস্ট কয়েক মাস যাবত কোনভাবেই ইমারজেন্সি সিচুয়েশনে উনার সিরিয়াল পাচ্ছিনা, সিরিয়ালের জন্য কল করলেই দেখি নেক্সট ১/১.৫ মাসের সিরিয়াল বুকড।",NAR,NAR
"আমি  মিরপুর ১১, ইসলামী ব্যাংক হাসপাতেল একবার দেখিয়েছি, আমার ছেলের হয়েছিল ডায়রিয়া।",NAR,NAR
আর উনি মেডিসিন লিখেছিলেন পুরো দেড় পাতা জুড়ে ।,NAR,NAR
তাই এই হাসপাতালের রিকমেন্ডেশন চাচ্ছিনা,NAR,NAR
অনেক খেতে চায় না বাট ঘুমের সময় দুধ মুখে নিতেই হবে।,NAR,NAR
এই অভ্যাস পালানো প্লাস ও দিনে দুধ খেত না বলে রাতে  ফিডার দিলাম।,NAR,NAR
এখন ফিডার খাইয়ে ও বুকের দুধ মুখে নেয়ার অভ্যাস ছাড়াতে পারছি না।,NAR,NAR
দুপুরেও একই কাজ দুধ মুখে দিলে ১০ মিনিটে ঘুম না দিলে ২ ঘন্টা তেও ঘুমায় না।,NAR,NAR
আবার ১ ঘন্টা বাদে উঠে ক্যান ক্যান করলে দুধ না দিলে মারপিট জেদ কান্না করে উঠে যায়।,NAR,NAR
আর যদি দুধ দেই তাহলে আরো দুই ঘন্টা ঘুমায়৷,NAR,NAR
আমার দুধ কখনোই আহামরি বেশি না যে সে খাচ্ছে৷,NAR,NAR
আমার মেয়ের সাড়ে তিন বছর চলছে।।,NAR,NAR
গত তিন দিন যাবত পেট ব্যথা পেট ব্যথা বলছে।।,NAR,NAR
ডাক্তার দেখানো হয়েছে কিছু টেস্ট করা হয়েছে রিপোর্ট আলহামদুলিল্লাহ ভালো এসেছে কিন্তু ও আজকেও বলছে পেট ব্যথা কি করব কিছুই বুঝতেছিনা।।,NAR,INQ
ব্যথার ওষুধ গ্যাস্ট্রিকের ওষুধ এবং বমির ওষুধ খাওয়ানো হয়েছে।।,NAR,NAR
"তো এতোদিন আমার মায়ের কাছে বলতো এসব৷ আজকে মা ঘুমে, আমাকে এসে বলছে, ওমুক বাসার এক বাবু, আপনার বাবুর এক মাস আগে হইসে, কিন্তু বাচ্চাটা না একদম বাড়ে নাই।",NAR,NAR
"উনারা ফরমালিন খাওয়ায় বাচ্চাকে, বুকের দুধ দেয় না।",NAR,NAR
আমি বলতে গেলে ওল্ড স্কুল স্টাইলেই বাচ্চা পালি।,NAR,NAR
"আমি বাচ্চাকে এক্সক্লুসিভ ব্রেস্টফিডিং করাই, এবং দুধ ঠিকমতো আসলে ৬ মাস পর্যন্ত তাই করার ইচ্ছা৷",NAR,NAR
তারপর আমার বাচ্চাকে আমি দিনের একটা লম্বা সময় ন্যাপি ছাড়া রাখি।,NAR,NAR
আমার বাবুর আজকে 11 দিন।,NAR,NAR
বাবু পেট ভরে গেলে ও বুঝে না তারপর বমি করে দেয় আর বমি করে ও আবার খেতে চায়।,NAR,NAR
আমি ১ বছর থেকে ওকে কমড সিটে বসাই।,NAR,NAR
আমার ডেলিভারির(নরমাল) ৩ মাস পর আমার পিরিয়ড হয় এবং ৪/৫ দিন ব্লাড যায়।,NAR,NAR
মাঝখানে আবার ১ সপ্তাহ অফ থেকে এবং আবার গতকাল থেকে ব্লিডিং হচ্ছে।,NAR,NAR
ব্লাড গুলো গাঢ় খয়েরী।,NAR,NAR
সাথে খুব তলপেট ব্যাথা।,NAR,NAR
বিঃদ্রঃ কোনো জন্মবিরতিকরণ পদ্ধতি ব্যবহার করিনা।,NAR,NAR
হেমোরেজ হওয়ার সম্ভাবনা থাকতে পারে।,NAR,INF
আমার বেবির বয়স ১ মাস ১৩ দিন।,NAR,NAR
"ও এক্সক্লুসিভ ব্রেস্ট মিল্ক খায়, ফর্মুলা খুবি কম দেই,একেবারে না পারতে ৩-৪ দিন পরপর এক বেলা দেই বা দেই ই না।",NAR,NAR
প্রেগনেন্সির ৩২ সপ্তাহ চলছে।।,NAR,NAR
আমার বাচ্চার বয়স ৪ মাস আলহামদুলিল্লাহ।,NAR,NAR
"১১ মাস পূর্ণ হওয়া বাবু কে এতদিন অব্দি শুধু বুকের দুধ আর বাড়তি খাবার দিয়েছি, ফর্মুলা দুধ দেইনি, কারন ও ফীডার এ দুধ খুব একটা খেতে চায়না, (ডায়রিয়ার সময় ওকে গ্যাস্ট্রোফিক্স দুধ দিয়েছিল, তখন দেখেছি) ৬০ মিলি বানালে ৩০ মিলি খায়।",NAR,NAR
"আবার কার্টুন দেখার তালে থাকলে পুরোটা খায়, তবে তার বুকের দুধ ই বেশি পছন্দ।",NAR,NAR
আজকে 4.২০ সে ঘুম আসছে।,NAR,NAR
ঘুম থেকে উঠেছে দুপুর 1.৩০ সে।,NAR,NAR
আবার বিকাল 4 টার দিকে ও ঘুমিয়ে পরবে।,NAR,NAR
হস্পিটালের রিসেপশনে কোন ফিক্সড ধারনা দিতে পারে নাই।,NAR,NAR
আমার ছেলের ২ বছর ৯ মাস ১ দিন exactly।,NAR,NAR
"ও এখনো র উচ্চারণ করতে পারে না, ল উচ্চারণ করে।যেমন রাত - লাত। ও প্রচন্ড অস্থির,চঞ্চল।",NAR,NAR
"স্থির হয়ে আস্তে ধীরে কোনো কথা বলে না,তাড়াতাড়ি কথা বলতে গিয়ে অর্ধেক বলে,অর্ধেক ভিতরে থেকে যায়।",NAR,NAR
"কথার মাঝখানে এসে খেই হারিয়ে যায়,কি বলবে গুছিয়ে উঠতে পারে না,চেষ্টা করে যায়।",NAR,NAR
"ওর দাদা সবসময় বলে ও কি বলে আমি বুঝি না,আবার বাইরের মানুষ হা করে থাকে কিছু বুঝেনা বলে।",NAR,NAR
আমাদেরকে আবার তর্জমা করে দিতে হয়।,NAR,NAR
মাঝে মাঝে আমিও বুঝি না।,NAR,NAR
"ওর বাবার একটু স্পিচ এ প্রবলেম আছে,ওর কথাও এখনো অনেকই বুঝে না,তাড়াহুড়ায় হড়বড় করে ফেলে।",NAR,NAR
ওর কাজিনের ১২ বছর কথা মুখে বাজে(র - ল হয়ে যায় এমন আরো অনেক কিছু) তাই আমি একটু কনসার্ন।,NAR,NAR
আমার বেবির বয়স ৫ মাস ১৮ দিন।,NAR,NAR
"গতকাল থেকে পাতলা পায়খানা করছে, গতকাল ৭-৮ বার।৷",NAR,NAR
আমার এক মেয়ে অনেক রাতে এক মেয়ে সকালে হয়েছে।,NAR,NAR
আমার বাবুর বয়স ৬ মাস ৬ দিন।,NAR,NAR
আমার ফ্লো একদম কমে গেছে + আগামী মাস থেকে আমার আইএলটিএস এর ক্লাস শুরু।,NAR,NAR
"বাবুকে এপটামিল ২ , এভেন্টের নিপল ৩++ দিচ্ছি ৬ দিন ধরে কিন্তু সে একবেলা খেলে পরেরবার খাচ্ছে না।",NAR,NAR
এখন ৯ মাস চলছে। ডায়াপার ফ্রি।,NAR,NAR
শীতের ২মাস ডায়াপার দিয়েছি শুধু।,NAR,NAR
আগে ৩০ মিনিট পরপর বসাতাম।,NAR,NAR
কিন্তু এখন সলিড খাবার খায় তো তাই দেরিতে বসায়।,NAR,NAR
বিছানায় হিসু করা বোঝে না সে।,NAR,NAR
"ঘুমের আগে হিসু করে ঘুমায়,আবার ভোর বেলা পটিতে বসে হিসু করে",NAR,NAR
ওর ওজন ১২ কেজি।,NAR,NAR
কিছুই খেতে চায়না দিনদিন শুকিয়ে যাচ্ছে।,NAR,NAR
"টুইন বাবু আমার, বুকের দুধ ই খায় ৬ মাস পুরা হওয়াই সলিড স্টার্ট করেছি, একজন কিছুই মুখে দেয়না, কিছু মানে কিছুইনা, কিছু দিলে এমন ভাবে বের করে ভেতর থেকে যেনো এরচেয়ে বাজে খাবার আর নেই।",NAR,NAR
"আমি মানুষিক ভাবে ভেঙ্গে যাচ্ছি,",NAR,NAR
